"bigram","n","year","score","category"
NA,2791,2015,1,"Food"
NA,2790,2015,1,"Food"
NA,2765,2015,1,"Food"
NA,2763,2015,1,"Food"
NA,2743,2015,1,"Food"
NA,2742,2015,1,"Food"
NA,2725,2015,1,"Food"
NA,2681,2015,1,"Food"
NA,2639,2015,1,"Food"
NA,2631,2015,1,"Food"
NA,2626,2015,1,"Food"
NA,2620,2015,1,"Food"
NA,2558,2015,1,"Food"
NA,2517,2015,1,"Food"
NA,2516,2015,1,"Food"
NA,2494,2015,1,"Food"
NA,2459,2015,1,"Food"
NA,2438,2015,1,"Food"
NA,2433,2015,1,"Food"
NA,2423,2015,1,"Food"
NA,2400,2015,1,"Food"
NA,2389,2015,1,"Food"
NA,2388,2015,1,"Food"
NA,2359,2015,1,"Food"
NA,2349,2015,1,"Food"
NA,2338,2015,1,"Food"
NA,2294,2015,1,"Food"
NA,2287,2015,1,"Food"
NA,2276,2015,1,"Food"
NA,2247,2015,1,"Food"
NA,2236,2015,1,"Food"
NA,2192,2015,1,"Food"
NA,2191,2015,1,"Food"
NA,2190,2015,1,"Food"
NA,2179,2015,1,"Food"
NA,2158,2015,1,"Food"
NA,2132,2015,1,"Food"
NA,2113,2015,1,"Food"
NA,2100,2015,1,"Food"
NA,2100,2015,1,"Food"
NA,2091,2015,1,"Food"
NA,2059,2015,1,"Food"
NA,2043,2015,1,"Food"
NA,2033,2015,1,"Food"
NA,2028,2015,1,"Food"
NA,2014,2015,1,"Food"
NA,1999,2015,1,"Food"
NA,1985,2015,1,"Food"
NA,1983,2015,1,"Food"
NA,1958,2015,1,"Food"
NA,1913,2015,1,"Food"
NA,1909,2015,1,"Food"
NA,1905,2015,1,"Food"
NA,1894,2015,1,"Food"
NA,1882,2015,1,"Food"
NA,1881,2015,1,"Food"
NA,1874,2015,1,"Food"
NA,1866,2015,1,"Food"
NA,1866,2015,1,"Food"
NA,1815,2015,1,"Food"
NA,1813,2015,1,"Food"
NA,1810,2015,1,"Food"
NA,1808,2015,1,"Food"
NA,1782,2015,1,"Food"
NA,1758,2015,1,"Food"
NA,1756,2015,1,"Food"
NA,4551,2015,1,"Health & Medical"
NA,4177,2015,1,"Health & Medical"
NA,3293,2015,1,"Health & Medical"
NA,3290,2015,1,"Health & Medical"
NA,3247,2015,1,"Health & Medical"
NA,2941,2015,1,"Health & Medical"
NA,2517,2015,1,"Health & Medical"
NA,2304,2015,1,"Health & Medical"
NA,2293,2015,1,"Health & Medical"
NA,2272,2015,1,"Health & Medical"
NA,2190,2015,1,"Health & Medical"
NA,1932,2015,1,"Health & Medical"
NA,1870,2015,1,"Health & Medical"
NA,1731,2015,1,"Health & Medical"
NA,1668,2015,1,"Health & Medical"
NA,1668,2015,1,"Health & Medical"
NA,1605,2015,1,"Health & Medical"
NA,1592,2015,1,"Health & Medical"
NA,1588,2015,1,"Health & Medical"
NA,1378,2015,1,"Health & Medical"
NA,1375,2015,1,"Health & Medical"
NA,1341,2015,1,"Health & Medical"
NA,1328,2015,1,"Health & Medical"
NA,1284,2015,1,"Health & Medical"
NA,1281,2015,1,"Health & Medical"
NA,1275,2015,1,"Health & Medical"
NA,1225,2015,1,"Health & Medical"
NA,1223,2015,1,"Health & Medical"
NA,1219,2015,1,"Health & Medical"
NA,1215,2015,1,"Health & Medical"
NA,1188,2015,1,"Health & Medical"
NA,1157,2015,1,"Health & Medical"
NA,1131,2015,1,"Health & Medical"
NA,1126,2015,1,"Health & Medical"
NA,1025,2015,1,"Health & Medical"
NA,1016,2015,1,"Health & Medical"
NA,1012,2015,1,"Health & Medical"
NA,1009,2015,1,"Health & Medical"
NA,964,2015,1,"Health & Medical"
NA,955,2015,1,"Health & Medical"
NA,924,2015,1,"Health & Medical"
NA,911,2015,1,"Health & Medical"
NA,906,2015,1,"Health & Medical"
NA,893,2015,1,"Health & Medical"
NA,875,2015,1,"Health & Medical"
NA,874,2015,1,"Health & Medical"
NA,868,2015,1,"Health & Medical"
NA,867,2015,1,"Health & Medical"
NA,845,2015,1,"Health & Medical"
NA,840,2015,1,"Health & Medical"
NA,823,2015,1,"Health & Medical"
NA,801,2015,1,"Health & Medical"
NA,799,2015,1,"Health & Medical"
NA,788,2015,1,"Health & Medical"
NA,783,2015,1,"Health & Medical"
NA,760,2015,1,"Health & Medical"
NA,753,2015,1,"Health & Medical"
NA,748,2015,1,"Health & Medical"
NA,743,2015,1,"Health & Medical"
NA,743,2015,1,"Health & Medical"
NA,740,2015,1,"Health & Medical"
NA,738,2015,1,"Health & Medical"
NA,718,2015,1,"Health & Medical"
NA,711,2015,1,"Health & Medical"
NA,703,2015,1,"Health & Medical"
NA,703,2015,1,"Health & Medical"
NA,679,2015,1,"Health & Medical"
NA,676,2015,1,"Health & Medical"
NA,670,2015,1,"Health & Medical"
NA,655,2015,1,"Health & Medical"
NA,648,2015,1,"Health & Medical"
NA,643,2015,1,"Health & Medical"
NA,633,2015,1,"Health & Medical"
NA,623,2015,1,"Health & Medical"
NA,618,2015,1,"Health & Medical"
NA,606,2015,1,"Health & Medical"
NA,604,2015,1,"Health & Medical"
NA,603,2015,1,"Health & Medical"
NA,597,2015,1,"Health & Medical"
NA,593,2015,1,"Health & Medical"
NA,588,2015,1,"Health & Medical"
NA,584,2015,1,"Health & Medical"
NA,573,2015,1,"Health & Medical"
NA,566,2015,1,"Health & Medical"
NA,559,2015,1,"Health & Medical"
NA,556,2015,1,"Health & Medical"
NA,552,2015,1,"Health & Medical"
NA,546,2015,1,"Health & Medical"
NA,535,2015,1,"Health & Medical"
NA,531,2015,1,"Health & Medical"
NA,527,2015,1,"Health & Medical"
NA,522,2015,1,"Health & Medical"
NA,518,2015,1,"Health & Medical"
NA,507,2015,1,"Health & Medical"
NA,506,2015,1,"Health & Medical"
NA,506,2015,1,"Health & Medical"
NA,502,2015,1,"Health & Medical"
NA,502,2015,1,"Health & Medical"
NA,490,2015,1,"Health & Medical"
NA,490,2015,1,"Health & Medical"
NA,2990,2015,1,"Home Services"
NA,515,2015,1,"Home Services"
NA,430,2015,1,"Home Services"
NA,429,2015,1,"Home Services"
NA,407,2015,1,"Home Services"
NA,401,2015,1,"Home Services"
NA,375,2015,1,"Home Services"
NA,372,2015,1,"Home Services"
NA,371,2015,1,"Home Services"
NA,362,2015,1,"Home Services"
NA,355,2015,1,"Home Services"
NA,345,2015,1,"Home Services"
NA,342,2015,1,"Home Services"
NA,321,2015,1,"Home Services"
NA,316,2015,1,"Home Services"
NA,303,2015,1,"Home Services"
NA,294,2015,1,"Home Services"
NA,281,2015,1,"Home Services"
NA,278,2015,1,"Home Services"
NA,277,2015,1,"Home Services"
NA,272,2015,1,"Home Services"
NA,266,2015,1,"Home Services"
NA,263,2015,1,"Home Services"
NA,261,2015,1,"Home Services"
NA,260,2015,1,"Home Services"
NA,254,2015,1,"Home Services"
NA,237,2015,1,"Home Services"
NA,233,2015,1,"Home Services"
NA,233,2015,1,"Home Services"
NA,228,2015,1,"Home Services"
NA,225,2015,1,"Home Services"
NA,221,2015,1,"Home Services"
NA,221,2015,1,"Home Services"
NA,217,2015,1,"Home Services"
NA,216,2015,1,"Home Services"
NA,212,2015,1,"Home Services"
NA,209,2015,1,"Home Services"
NA,208,2015,1,"Home Services"
NA,199,2015,1,"Home Services"
NA,197,2015,1,"Home Services"
NA,184,2015,1,"Home Services"
NA,182,2015,1,"Home Services"
NA,182,2015,1,"Home Services"
NA,180,2015,1,"Home Services"
NA,179,2015,1,"Home Services"
NA,178,2015,1,"Home Services"
NA,176,2015,1,"Home Services"
NA,175,2015,1,"Home Services"
NA,172,2015,1,"Home Services"
NA,170,2015,1,"Home Services"
NA,170,2015,1,"Home Services"
NA,167,2015,1,"Home Services"
NA,164,2015,1,"Home Services"
NA,161,2015,1,"Home Services"
NA,160,2015,1,"Home Services"
NA,159,2015,1,"Home Services"
NA,159,2015,1,"Home Services"
NA,156,2015,1,"Home Services"
NA,153,2015,1,"Home Services"
NA,153,2015,1,"Home Services"
NA,152,2015,1,"Home Services"
NA,150,2015,1,"Home Services"
NA,146,2015,1,"Home Services"
NA,141,2015,1,"Home Services"
NA,138,2015,1,"Home Services"
NA,133,2015,1,"Home Services"
NA,131,2015,1,"Home Services"
NA,129,2015,1,"Home Services"
NA,127,2015,1,"Home Services"
NA,125,2015,1,"Home Services"
NA,123,2015,1,"Home Services"
NA,123,2015,1,"Home Services"
NA,120,2015,1,"Home Services"
NA,120,2015,1,"Home Services"
NA,119,2015,1,"Home Services"
NA,119,2015,1,"Home Services"
NA,118,2015,1,"Home Services"
NA,117,2015,1,"Home Services"
NA,113,2015,1,"Home Services"
NA,112,2015,1,"Home Services"
NA,111,2015,1,"Home Services"
NA,108,2015,1,"Home Services"
NA,107,2015,1,"Home Services"
NA,106,2015,1,"Home Services"
NA,106,2015,1,"Home Services"
NA,104,2015,1,"Home Services"
NA,104,2015,1,"Home Services"
NA,103,2015,1,"Home Services"
NA,102,2015,1,"Home Services"
NA,100,2015,1,"Home Services"
NA,100,2015,1,"Home Services"
NA,99,2015,1,"Home Services"
NA,98,2015,1,"Home Services"
NA,95,2015,1,"Home Services"
NA,94,2015,1,"Home Services"
NA,93,2015,1,"Home Services"
NA,93,2015,1,"Home Services"
NA,91,2015,1,"Home Services"
NA,91,2015,1,"Home Services"
NA,89,2015,1,"Home Services"
NA,3834,2015,1,"Hotels & Travel"
NA,3223,2015,1,"Hotels & Travel"
NA,1399,2015,1,"Hotels & Travel"
NA,955,2015,1,"Hotels & Travel"
NA,770,2015,1,"Hotels & Travel"
NA,630,2015,1,"Hotels & Travel"
NA,574,2015,1,"Hotels & Travel"
NA,560,2015,1,"Hotels & Travel"
NA,537,2015,1,"Hotels & Travel"
NA,485,2015,1,"Hotels & Travel"
NA,479,2015,1,"Hotels & Travel"
NA,445,2015,1,"Hotels & Travel"
NA,413,2015,1,"Hotels & Travel"
NA,389,2015,1,"Hotels & Travel"
NA,335,2015,1,"Hotels & Travel"
NA,333,2015,1,"Hotels & Travel"
NA,319,2015,1,"Hotels & Travel"
NA,317,2015,1,"Hotels & Travel"
NA,298,2015,1,"Hotels & Travel"
NA,279,2015,1,"Hotels & Travel"
NA,265,2015,1,"Hotels & Travel"
NA,253,2015,1,"Hotels & Travel"
NA,247,2015,1,"Hotels & Travel"
NA,236,2015,1,"Hotels & Travel"
NA,231,2015,1,"Hotels & Travel"
NA,231,2015,1,"Hotels & Travel"
NA,230,2015,1,"Hotels & Travel"
NA,229,2015,1,"Hotels & Travel"
NA,213,2015,1,"Hotels & Travel"
NA,205,2015,1,"Hotels & Travel"
NA,201,2015,1,"Hotels & Travel"
NA,199,2015,1,"Hotels & Travel"
NA,195,2015,1,"Hotels & Travel"
NA,195,2015,1,"Hotels & Travel"
NA,195,2015,1,"Hotels & Travel"
NA,187,2015,1,"Hotels & Travel"
NA,179,2015,1,"Hotels & Travel"
NA,178,2015,1,"Hotels & Travel"
NA,176,2015,1,"Hotels & Travel"
NA,175,2015,1,"Hotels & Travel"
NA,175,2015,1,"Hotels & Travel"
NA,173,2015,1,"Hotels & Travel"
NA,173,2015,1,"Hotels & Travel"
NA,172,2015,1,"Hotels & Travel"
NA,169,2015,1,"Hotels & Travel"
NA,168,2015,1,"Hotels & Travel"
NA,167,2015,1,"Hotels & Travel"
NA,167,2015,1,"Hotels & Travel"
NA,166,2015,1,"Hotels & Travel"
NA,163,2015,1,"Hotels & Travel"
NA,160,2015,1,"Hotels & Travel"
NA,159,2015,1,"Hotels & Travel"
NA,159,2015,1,"Hotels & Travel"
NA,157,2015,1,"Hotels & Travel"
NA,157,2015,1,"Hotels & Travel"
NA,155,2015,1,"Hotels & Travel"
NA,154,2015,1,"Hotels & Travel"
NA,149,2015,1,"Hotels & Travel"
NA,149,2015,1,"Hotels & Travel"
NA,147,2015,1,"Hotels & Travel"
NA,143,2015,1,"Hotels & Travel"
NA,139,2015,1,"Hotels & Travel"
NA,139,2015,1,"Hotels & Travel"
NA,136,2015,1,"Hotels & Travel"
NA,135,2015,1,"Hotels & Travel"
NA,134,2015,1,"Hotels & Travel"
NA,133,2015,1,"Hotels & Travel"
NA,133,2015,1,"Hotels & Travel"
NA,131,2015,1,"Hotels & Travel"
NA,128,2015,1,"Hotels & Travel"
NA,127,2015,1,"Hotels & Travel"
NA,127,2015,1,"Hotels & Travel"
NA,126,2015,1,"Hotels & Travel"
NA,125,2015,1,"Hotels & Travel"
NA,124,2015,1,"Hotels & Travel"
NA,124,2015,1,"Hotels & Travel"
NA,123,2015,1,"Hotels & Travel"
NA,123,2015,1,"Hotels & Travel"
NA,123,2015,1,"Hotels & Travel"
NA,123,2015,1,"Hotels & Travel"
NA,123,2015,1,"Hotels & Travel"
NA,122,2015,1,"Hotels & Travel"
NA,121,2015,1,"Hotels & Travel"
NA,121,2015,1,"Hotels & Travel"
NA,120,2015,1,"Hotels & Travel"
NA,120,2015,1,"Hotels & Travel"
NA,119,2015,1,"Hotels & Travel"
NA,118,2015,1,"Hotels & Travel"
NA,118,2015,1,"Hotels & Travel"
NA,118,2015,1,"Hotels & Travel"
NA,116,2015,1,"Hotels & Travel"
NA,116,2015,1,"Hotels & Travel"
NA,115,2015,1,"Hotels & Travel"
NA,115,2015,1,"Hotels & Travel"
NA,115,2015,1,"Hotels & Travel"
NA,113,2015,1,"Hotels & Travel"
NA,111,2015,1,"Hotels & Travel"
NA,110,2015,1,"Hotels & Travel"
NA,110,2015,1,"Hotels & Travel"
NA,109,2015,1,"Hotels & Travel"
NA,1144,2015,1,"Local Flavor"
NA,677,2015,1,"Local Flavor"
NA,659,2015,1,"Local Flavor"
NA,406,2015,1,"Local Flavor"
NA,354,2015,1,"Local Flavor"
NA,290,2015,1,"Local Flavor"
NA,287,2015,1,"Local Flavor"
NA,286,2015,1,"Local Flavor"
NA,262,2015,1,"Local Flavor"
NA,240,2015,1,"Local Flavor"
NA,236,2015,1,"Local Flavor"
NA,229,2015,1,"Local Flavor"
NA,227,2015,1,"Local Flavor"
NA,226,2015,1,"Local Flavor"
NA,226,2015,1,"Local Flavor"
NA,224,2015,1,"Local Flavor"
NA,224,2015,1,"Local Flavor"
NA,222,2015,1,"Local Flavor"
NA,203,2015,1,"Local Flavor"
NA,201,2015,1,"Local Flavor"
NA,195,2015,1,"Local Flavor"
NA,189,2015,1,"Local Flavor"
NA,186,2015,1,"Local Flavor"
NA,183,2015,1,"Local Flavor"
NA,183,2015,1,"Local Flavor"
NA,181,2015,1,"Local Flavor"
NA,178,2015,1,"Local Flavor"
NA,171,2015,1,"Local Flavor"
NA,168,2015,1,"Local Flavor"
NA,166,2015,1,"Local Flavor"
NA,165,2015,1,"Local Flavor"
NA,163,2015,1,"Local Flavor"
NA,161,2015,1,"Local Flavor"
NA,156,2015,1,"Local Flavor"
NA,150,2015,1,"Local Flavor"
NA,145,2015,1,"Local Flavor"
NA,144,2015,1,"Local Flavor"
NA,144,2015,1,"Local Flavor"
NA,143,2015,1,"Local Flavor"
NA,143,2015,1,"Local Flavor"
NA,141,2015,1,"Local Flavor"
NA,141,2015,1,"Local Flavor"
NA,140,2015,1,"Local Flavor"
NA,140,2015,1,"Local Flavor"
NA,140,2015,1,"Local Flavor"
NA,139,2015,1,"Local Flavor"
NA,137,2015,1,"Local Flavor"
NA,137,2015,1,"Local Flavor"
NA,137,2015,1,"Local Flavor"
NA,134,2015,1,"Local Flavor"
NA,134,2015,1,"Local Flavor"
NA,134,2015,1,"Local Flavor"
NA,131,2015,1,"Local Flavor"
NA,130,2015,1,"Local Flavor"
NA,129,2015,1,"Local Flavor"
NA,128,2015,1,"Local Flavor"
NA,128,2015,1,"Local Flavor"
NA,127,2015,1,"Local Flavor"
NA,127,2015,1,"Local Flavor"
NA,125,2015,1,"Local Flavor"
NA,123,2015,1,"Local Flavor"
NA,122,2015,1,"Local Flavor"
NA,122,2015,1,"Local Flavor"
NA,121,2015,1,"Local Flavor"
NA,120,2015,1,"Local Flavor"
NA,119,2015,1,"Local Flavor"
NA,119,2015,1,"Local Flavor"
NA,118,2015,1,"Local Flavor"
NA,117,2015,1,"Local Flavor"
NA,116,2015,1,"Local Flavor"
NA,115,2015,1,"Local Flavor"
NA,113,2015,1,"Local Flavor"
NA,113,2015,1,"Local Flavor"
NA,111,2015,1,"Local Flavor"
NA,110,2015,1,"Local Flavor"
NA,110,2015,1,"Local Flavor"
NA,109,2015,1,"Local Flavor"
NA,108,2015,1,"Local Flavor"
NA,105,2015,1,"Local Flavor"
NA,104,2015,1,"Local Flavor"
NA,104,2015,1,"Local Flavor"
NA,103,2015,1,"Local Flavor"
NA,103,2015,1,"Local Flavor"
NA,103,2015,1,"Local Flavor"
NA,101,2015,1,"Local Flavor"
NA,100,2015,1,"Local Flavor"
NA,100,2015,1,"Local Flavor"
NA,100,2015,1,"Local Flavor"
NA,100,2015,1,"Local Flavor"
NA,100,2015,1,"Local Flavor"
NA,99,2015,1,"Local Flavor"
NA,99,2015,1,"Local Flavor"
NA,98,2015,1,"Local Flavor"
NA,98,2015,1,"Local Flavor"
NA,98,2015,1,"Local Flavor"
NA,98,2015,1,"Local Flavor"
NA,96,2015,1,"Local Flavor"
NA,95,2015,1,"Local Flavor"
NA,94,2015,1,"Local Flavor"
NA,93,2015,1,"Local Flavor"
NA,2190,2015,1,"Local Services"
NA,384,2015,1,"Local Services"
NA,253,2015,1,"Local Services"
NA,216,2015,1,"Local Services"
NA,207,2015,1,"Local Services"
NA,206,2015,1,"Local Services"
NA,193,2015,1,"Local Services"
NA,192,2015,1,"Local Services"
NA,192,2015,1,"Local Services"
NA,186,2015,1,"Local Services"
NA,182,2015,1,"Local Services"
NA,178,2015,1,"Local Services"
NA,176,2015,1,"Local Services"
NA,159,2015,1,"Local Services"
NA,157,2015,1,"Local Services"
NA,152,2015,1,"Local Services"
NA,149,2015,1,"Local Services"
NA,149,2015,1,"Local Services"
NA,145,2015,1,"Local Services"
NA,136,2015,1,"Local Services"
NA,134,2015,1,"Local Services"
NA,130,2015,1,"Local Services"
NA,129,2015,1,"Local Services"
NA,128,2015,1,"Local Services"
NA,127,2015,1,"Local Services"
NA,121,2015,1,"Local Services"
NA,120,2015,1,"Local Services"
NA,115,2015,1,"Local Services"
NA,114,2015,1,"Local Services"
NA,109,2015,1,"Local Services"
NA,109,2015,1,"Local Services"
NA,103,2015,1,"Local Services"
NA,100,2015,1,"Local Services"
NA,99,2015,1,"Local Services"
NA,97,2015,1,"Local Services"
NA,97,2015,1,"Local Services"
NA,96,2015,1,"Local Services"
NA,95,2015,1,"Local Services"
NA,95,2015,1,"Local Services"
NA,95,2015,1,"Local Services"
NA,94,2015,1,"Local Services"
NA,94,2015,1,"Local Services"
NA,94,2015,1,"Local Services"
NA,94,2015,1,"Local Services"
NA,94,2015,1,"Local Services"
NA,93,2015,1,"Local Services"
NA,89,2015,1,"Local Services"
NA,87,2015,1,"Local Services"
NA,86,2015,1,"Local Services"
NA,85,2015,1,"Local Services"
NA,81,2015,1,"Local Services"
NA,80,2015,1,"Local Services"
NA,80,2015,1,"Local Services"
NA,80,2015,1,"Local Services"
NA,79,2015,1,"Local Services"
NA,78,2015,1,"Local Services"
NA,78,2015,1,"Local Services"
NA,76,2015,1,"Local Services"
NA,75,2015,1,"Local Services"
NA,74,2015,1,"Local Services"
NA,73,2015,1,"Local Services"
NA,73,2015,1,"Local Services"
NA,72,2015,1,"Local Services"
NA,71,2015,1,"Local Services"
NA,71,2015,1,"Local Services"
NA,71,2015,1,"Local Services"
NA,71,2015,1,"Local Services"
NA,69,2015,1,"Local Services"
NA,67,2015,1,"Local Services"
NA,67,2015,1,"Local Services"
NA,65,2015,1,"Local Services"
NA,64,2015,1,"Local Services"
NA,62,2015,1,"Local Services"
NA,62,2015,1,"Local Services"
NA,61,2015,1,"Local Services"
NA,60,2015,1,"Local Services"
NA,59,2015,1,"Local Services"
NA,58,2015,1,"Local Services"
NA,58,2015,1,"Local Services"
NA,58,2015,1,"Local Services"
NA,58,2015,1,"Local Services"
NA,55,2015,1,"Local Services"
NA,55,2015,1,"Local Services"
NA,55,2015,1,"Local Services"
NA,54,2015,1,"Local Services"
NA,54,2015,1,"Local Services"
NA,54,2015,1,"Local Services"
NA,53,2015,1,"Local Services"
NA,53,2015,1,"Local Services"
NA,52,2015,1,"Local Services"
NA,52,2015,1,"Local Services"
NA,51,2015,1,"Local Services"
NA,51,2015,1,"Local Services"
NA,51,2015,1,"Local Services"
NA,50,2015,1,"Local Services"
NA,50,2015,1,"Local Services"
NA,50,2015,1,"Local Services"
NA,50,2015,1,"Local Services"
NA,49,2015,1,"Local Services"
NA,49,2015,1,"Local Services"
NA,65,2015,1,"Mass Media"
NA,11,2015,1,"Mass Media"
NA,8,2015,1,"Mass Media"
NA,8,2015,1,"Mass Media"
NA,7,2015,1,"Mass Media"
NA,7,2015,1,"Mass Media"
NA,7,2015,1,"Mass Media"
NA,6,2015,1,"Mass Media"
NA,5,2015,1,"Mass Media"
NA,5,2015,1,"Mass Media"
NA,5,2015,1,"Mass Media"
NA,5,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,4,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,3,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2,2015,1,"Mass Media"
NA,2055,2015,1,"Nightlife"
NA,1647,2015,1,"Nightlife"
NA,1617,2015,1,"Nightlife"
NA,1584,2015,1,"Nightlife"
NA,1494,2015,1,"Nightlife"
NA,1151,2015,1,"Nightlife"
NA,793,2015,1,"Nightlife"
NA,763,2015,1,"Nightlife"
NA,758,2015,1,"Nightlife"
NA,734,2015,1,"Nightlife"
NA,691,2015,1,"Nightlife"
NA,671,2015,1,"Nightlife"
NA,610,2015,1,"Nightlife"
NA,600,2015,1,"Nightlife"
NA,590,2015,1,"Nightlife"
NA,581,2015,1,"Nightlife"
NA,574,2015,1,"Nightlife"
NA,566,2015,1,"Nightlife"
NA,562,2015,1,"Nightlife"
NA,543,2015,1,"Nightlife"
NA,531,2015,1,"Nightlife"
NA,468,2015,1,"Nightlife"
NA,456,2015,1,"Nightlife"
NA,451,2015,1,"Nightlife"
NA,444,2015,1,"Nightlife"
NA,426,2015,1,"Nightlife"
NA,421,2015,1,"Nightlife"
NA,399,2015,1,"Nightlife"
NA,397,2015,1,"Nightlife"
NA,385,2015,1,"Nightlife"
NA,384,2015,1,"Nightlife"
NA,383,2015,1,"Nightlife"
NA,370,2015,1,"Nightlife"
NA,347,2015,1,"Nightlife"
NA,347,2015,1,"Nightlife"
NA,335,2015,1,"Nightlife"
NA,330,2015,1,"Nightlife"
NA,328,2015,1,"Nightlife"
NA,323,2015,1,"Nightlife"
NA,322,2015,1,"Nightlife"
NA,319,2015,1,"Nightlife"
NA,319,2015,1,"Nightlife"
NA,303,2015,1,"Nightlife"
NA,300,2015,1,"Nightlife"
NA,289,2015,1,"Nightlife"
NA,282,2015,1,"Nightlife"
NA,279,2015,1,"Nightlife"
NA,271,2015,1,"Nightlife"
NA,271,2015,1,"Nightlife"
NA,270,2015,1,"Nightlife"
NA,270,2015,1,"Nightlife"
NA,270,2015,1,"Nightlife"
NA,269,2015,1,"Nightlife"
NA,262,2015,1,"Nightlife"
NA,260,2015,1,"Nightlife"
NA,258,2015,1,"Nightlife"
NA,254,2015,1,"Nightlife"
NA,252,2015,1,"Nightlife"
NA,242,2015,1,"Nightlife"
NA,239,2015,1,"Nightlife"
NA,238,2015,1,"Nightlife"
